ADR_SECTEUR,ANNEEDEPLANTATION,ANNEEREALISATIONDIAGNOSTIC,ANNEETRAVAUXPRECONISESDIAG,CODE,CODE_PARENT,CODE_PARENT_DESC,DIAMETREARBREAUNMETRE,ESPECE,FREQUENTATIONCIBLE,GENRE_BOTA,IDENTIFIANTPLU,INTITULEPROTECTIONPLU,NOTEDIAGNOSTIC,PRIORITEDERENOUVELLEMENT,RAISONDEPLANTATION,REMARQUES,SOUS_CATEGORIE,SOUS_CATEGORIE_DESC,STADEDEDEVELOPPEMENT,STADEDEVELOPPEMENTDIAG,TRAITEMENTCHENILLES,TRAVAUXPRECONISESDIAG,TROTTOIR,TYPEIMPLANTATIONPLU,VARIETE,VIGUEUR,coord_x,coord_y,Default,Collet,Houppier,Racine,Tronc,y_prediction
5,2006,2015,2016.0,ESP27761,9,Prc Echangeurs Bastion St Roch,0,0,0,0,,,0,20,1,0,1,Arbre d'espaces ouverts,1,0,0,7,0,,0,0,1915347.07818,4224797.379,0,0,0,0,0,0
1,2005,2015,2018.0,ESP30441,594,Bd J Vallier Termier à Irvoy,10,10,1,9,,,0,20,1,0,0,Arbre de voirie,1,0,0,7,1,,0,0,1913221.39778,4223617.92402,0,0,0,0,0,0
4,2005,2015,2018.0,ESP14107,137,Parc du Clos d'Or Stalingrad,10,20,0,7,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,1,0,,0,0,1914142.8734400002,4222609.23744,0,0,0,0,0,0
5,2004,2014,2014.0,ESP7105,339,Av Bossuet Helbronner Racine,50,1,1,1,,,0,11,1,1,0,Arbre de voirie,1,1,0,7,1,,0,2,1915378.5734700002,4222119.48877,1,0,1,0,0,1
3,2004,2013,-1.0,ESP28970,195,Pc Ch Elysés Ouest du lac,50,-1,1,58,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,1,0,,0,0,1912691.4318900001,4221965.6300099995,0,0,0,0,0,0
1,2004,2014,2015.0,ESP11901,234,Parc Vallier partie centrale,20,102,1,25,,,1,11,1,1,1,Arbre d'espaces ouverts,1,1,0,12,0,,0,0,1912419.09297,4223645.297730001,1,0,0,0,1,1
3,2004,2013,-1.0,ESP3909,5,Pc Ch Elysés Ouest,60,48,1,24,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,1,0,,25,0,1912621.2020299998,4221946.90524,1,1,0,0,1,1
5,2004,2015,2017.0,ESP30281,250,Av La Bruyère Fenelon  Florian,40,1,1,1,,,2,6,1,1,0,Arbre de voirie,1,1,0,2,1,,0,2,1915142.5996,4222172.9615400005,1,0,1,0,1,1
2,2004,2015,2018.0,ESP2612,138,Cimetière St Roch,30,2,1,2,,,1,11,1,1,2,Arbre d'enceintes fermées,1,1,0,7,0,,0,2,1915288.7345,4225291.106819999,1,0,1,1,0,0
4,2004,2014,2014.0,ESP22002,417,R du Mont Aiguille,0,23,1,14,,,0,20,1,1,0,Arbre de voirie,1,1,0,9,1,,10,0,1913782.30378,4221483.23425,0,0,0,0,0,0
5,2004,2015,-1.0,ESP10195,53,Cité Léon Jouhaux,20,9,1,8,,,1,11,1,1,1,Arbre d'espaces ouverts,1,1,0,1,0,,5,0,1915505.9034,4223236.23202,1,0,0,0,1,1
3,2004,2013,2013.0,ESP13024,392,Sq Capitaine Camine,60,9,0,8,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,0,0,,5,0,1913224.64002,4222754.3339599995,1,0,1,0,0,0
2,2004,2014,2014.0,ESP13503,90,Parc 1 Michalon Musée,40,7,1,6,,,1,11,1,1,1,Arbre d'espaces ouverts,1,2,0,4,0,,3,2,1914777.6909999999,4225355.542640001,1,0,1,0,0,1
5,2004,2015,2017.0,ESP15172,551,R Manteyer des J O à Ravanat,10,62,1,4,,,0,20,1,0,0,Arbre de voirie,1,0,0,7,1,,27,0,1915622.33848,4222861.63728,0,0,0,0,0,0
2,2004,2013,-1.0,ESP17984,253,R Hébert pair Chanrion Verdun,10,13,1,7,,,0,11,1,0,0,Arbre de voirie,1,1,0,1,1,,7,0,1914933.58643,4224764.151000001,0,0,0,0,0,1
1,2004,2015,2015.0,ESP14018,50,Ec prim Vallier R Greffier,10,30,1,25,,,0,20,1,0,2,Arbre d'enceintes fermées,1,1,0,0,0,,11,0,1912530.31337,4223677.83734,0,0,0,0,0,0
2,2004,2015,2020.0,ESP11564,549,Jard des Dauphins le labo,50,40,0,8,,,1,20,1,0,1,Arbre d'espaces ouverts,1,1,0,0,0,,0,0,1913675.6705099999,4225202.08961,1,0,1,1,0,1
5,2004,2013,2016.0,ESP14577,158,Garage central Malherbe Ouest,50,56,0,36,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,1,10,0,,8,0,1914998.2756400001,4222561.85766,0,0,0,0,0,0
5,2004,2015,2020.0,ESP4883,632,Impasse Clément Ader,30,36,1,13,,,1,20,1,1,1,Arbre d'espaces ouverts,1,1,2,7,0,,5,0,1916098.7294599998,4223242.777319999,1,0,1,0,0,1
3,2004,2013,2018.0,ESP28726,193,Crs Libération Reynier Vaujany,10,1,1,1,,,0,20,1,0,0,Arbre de voirie,0,1,0,7,0,,0,0,1913020.8583099998,4221572.44983,0,0,0,0,0,0
3,2004,2015,2020.0,ESP6604,602,Jard du Couvent,20,68,1,27,,,0,20,1,1,1,Arbre d'espaces ouverts,3,3,0,0,0,,32,0,1913159.4791700002,4223137.77773,0,0,0,0,0,0
5,2004,2013,-1.0,ESP29377,568,R L Jouhaux Manteyer Cocat,60,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,1,1,,0,0,1915769.73748,4222835.365069999,0,0,0,0,0,0
3,2012,2015,2016.0,ESP22569,412,Ec mat libération n 207,10,29,1,4,,,0,20,1,0,2,Arbre d'enceintes fermées,0,0,0,0,0,,16,0,1913128.04615,4221567.3943300005,0,0,0,0,0,0
2,2004,2014,2014.0,ESP17958,141,Pc 3 H St Ferjus t Belledonne,50,8,1,7,,,2,11,1,2,1,Arbre d'espaces ouverts,1,1,0,4,0,,4,2,1915168.14039,4225001.89822,1,0,1,0,0,1
5,2004,2015,2018.0,ESP9234,545,R Flandrin / Pont Carpin,20,54,0,28,,,0,20,1,0,0,Arbre de voirie,1,1,0,0,0,,28,0,1915833.05393,4224469.65525,0,0,0,0,0,0
2,2004,2013,-1.0,ESP4059,772,Pl DrGirard,40,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,1,0,,0,0,1914991.6357,4225528.98614,0,0,0,0,0,0
6,2004,2014,2015.0,ESP28548,506,Ec la fontaine,40,7,1,24,,,0,20,1,0,2,Arbre d'enceintes fermées,1,1,0,0,0,,5,0,1915303.83543,4221866.29415,0,0,0,0,0,0
6,2004,2013,2016.0,ESP14706,164,Av Lbruyère S-O passe Malherbe,20,56,0,36,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,2,6,0,,8,0,1914771.41346,4222364.40068,0,0,0,0,0,0
3,2004,2014,2014.0,ESP23425,62,R Hilaire de Chardonnet,10,0,1,0,,,1,11,1,0,0,Arbre de voirie,1,1,0,7,1,,0,0,1912562.18446,4221293.4466,1,0,0,0,1,1
5,2005,2015,-1.0,ESP4926,905,R J Bart impair,0,121,1,25,,,1,20,1,0,0,Arbre de voirie,1,0,0,1,0,,44,0,1915504.40178,4223331.82957,1,1,0,0,0,1
1,2004,2014,-1.0,ESP2543,514,R Durand Savoyat talus pont,10,36,1,13,,,0,20,1,0,0,Arbre de voirie,1,1,2,1,0,,5,0,1913029.7358900001,4225684.344409999,0,0,0,0,0,0
3,2014,2014,2020.0,ESP33060,1015,R E Claires Schweitzer Péguy,10,139,0,76,,,0,20,0,0,0,Arbre de voirie,0,0,0,0,1,,0,0,1912892.45894,4223098.34589,0,0,0,0,0,0
6,2009,2015,2017.0,ESP26419,144,Av Constantine park Cascateles,10,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,0,0,7,0,,0,0,1914998.0097700001,4221444.45197,0,0,0,0,0,0
4,2004,2013,-1.0,ESP7829,703,R des Alliés Reynoard Flaubert,90,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,1,1,,0,0,1914420.48085,4222541.691319999,0,0,0,0,0,0
3,2004,2013,2013.0,ESP24794,173,Sq Drevet ang Salengro Libé,70,56,0,36,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,1,0,0,,8,0,1913246.67998,4223053.8665,1,0,1,0,0,1
3,2005,2015,2020.0,ESP23419,14,R E Claires Rh Danube Césaire,10,11,1,10,,,0,20,1,0,0,Arbre de voirie,1,1,0,7,1,,6,0,1912666.86302,4222887.37155,0,0,0,0,0,0
3,2004,2013,2018.0,ESP26505,912,Crs Libération Ec Lib Verlaine,20,57,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,7,0,,0,0,1913066.93798,4221659.1919,0,0,0,0,0,0
6,2004,2013,2017.0,ESP5227,45,Prc La Bruyère mail central,30,9,1,8,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,4,0,,5,0,1914898.6002599997,4222258.1662800005,0,0,0,0,0,0
2,2004,2015,2016.0,ESP11363,361,Esplan ceinture Nord-Ouest,70,1,1,1,70.0,L 123-1.7,2,6,1,1,0,Arbre de voirie,2,2,0,2,0,Alignement,0,1,1913389.08536,4225389.98948,1,1,1,0,0,1
1,2013,2013,2019.0,ESP32325,212,R Joserand et Duffourd,10,63,0,27,,,0,20,1,0,0,Arbre de voirie,0,0,0,0,0,,30,0,1913073.1361,4225563.75559,0,0,0,0,0,0
3,2004,2015,2016.0,ESP10987,515,Ech Mistral séparateur central,40,7,1,13,,,0,20,1,1,0,Arbre de voirie,1,1,2,7,0,,5,0,1912552.2511900002,4222202.038,0,0,0,0,0,0
2,2004,2013,-1.0,ESP3076,112,Bd Gambetta Dubedout Berriat,40,9,1,8,,,1,11,1,0,0,Arbre de voirie,1,1,0,1,0,,5,2,1913842.91515,4224721.04132,1,1,0,1,0,1
3,2004,2014,-1.0,ESP12697,280,R A France park Vaucanson,20,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,1,0,,0,0,1912920.04005,4222723.9544,0,0,0,0,0,0
5,2004,2013,-1.0,ESP15209,882,R Cardinal le Camus impair,30,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,1,0,,0,0,1915582.8543900002,4222271.4118099995,0,0,0,0,0,0
5,2004,2014,2015.0,ESP2229,216,Ec prim du Grand Chatelet n 36,20,0,1,8,,,0,20,1,0,2,Arbre d'enceintes fermées,1,1,0,0,0,,0,0,1915953.49611,4223589.16818,0,0,0,0,0,0
4,2004,2015,2020.0,ESP3445,354,Cite George Sand,30,7,0,13,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,1,0,0,,5,0,1914148.4493,4222816.32405,0,0,0,0,0,0
6,2004,2014,2015.0,ESP24496,744,Ec mat Primevères R Gervasotti,20,7,1,13,,,0,20,1,0,2,Arbre d'enceintes fermées,1,1,1,0,0,,5,0,1914434.95699,4221507.7237,0,0,0,0,0,0
6,2004,2013,-1.0,ESP25983,307,Av Reynoard Village au Collège,20,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,1,0,,0,0,1914462.05978,4221618.70591,0,0,0,0,0,0
5,2004,2015,2017.0,ESP17892,208,R N Boileau et Mansard,50,1,1,1,,,1,11,1,1,0,Arbre de voirie,1,1,0,7,1,,0,2,1915367.8883900002,4222424.10062,1,0,1,0,0,1
6,2004,2014,2014.0,ESP26106,408,R Esmonin  Reynoard à Pupin ,40,1,1,1,,,0,20,1,1,0,Arbre de voirie,1,1,0,7,0,,0,0,1914239.0198,4221329.14718,0,0,0,0,0,0
2,2004,2014,-1.0,ESP3197,566,Cité de l'Alma,20,23,1,14,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,1,0,,11,0,1914773.5744,4224909.4538199995,0,0,0,0,0,0
6,2004,2014,2015.0,ESP7995,506,Ec la fontaine,30,6,1,4,,,0,20,1,0,2,Arbre d'enceintes fermées,1,1,0,0,0,,2,0,1915229.04737,4221897.26291,0,0,0,0,0,0
2,2004,2015,2018.0,ESP12238,422,Bd Gambetta de H Ding à Foch ,10,9,1,8,,,0,20,1,0,0,Arbre de voirie,1,1,0,7,1,,5,0,1914275.3847400001,4223869.1989,0,0,0,0,0,0
5,2004,2015,2016.0,ESP11818,1006,R G Tonnelier ang av Teiseire,20,104,1,9,,,0,20,1,0,0,Arbre de voirie,1,1,0,7,1,,0,0,1915561.39232,4222496.80129,0,0,0,0,0,0
4,2004,2015,2018.0,ESP31176,911,R Emile Romanet n 22 à 26,20,6,1,4,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,7,0,,2,2,1915450.5771,4223017.6263,0,0,0,0,0,0
6,2004,2015,2018.0,ESP23612,494,R du village face à la Poste,60,56,1,36,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,1,10,0,,8,0,1914356.7419999999,4221824.9683,0,0,0,0,0,0
1,2004,2014,2014.0,ESP8695,78,R Tarze D Savoyat à Vil lans,40,1,1,1,,,0,20,1,1,0,Arbre de voirie,1,1,0,7,1,,0,0,1912986.5861,4225553.15715,0,0,0,0,0,0
5,2004,2014,2019.0,ESP12782,388,Pl Ch Dullin partie centrale,10,7,1,13,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,1,4,0,,5,0,1914943.753,4222571.2988,0,0,0,0,0,0
2,2004,2014,2017.0,ESP18222,752,Parc 2 R Herminier ch de Ronde,60,56,1,36,,,0,11,1,0,1,Arbre d'espaces ouverts,1,1,1,4,0,,8,0,1914912.8854900002,4225381.96236,0,0,0,0,0,0
3,2004,2014,2014.0,ESP28830,93,Pc Savane pelouses Nord,30,26,1,7,,,0,11,1,2,1,Arbre d'espaces ouverts,1,1,0,4,0,,13,0,1912646.09214,4223143.79797,1,0,1,0,0,1
2,2004,2015,2017.0,ESP14049,175,Cimetière du Grand Sablon,10,100,1,63,,,1,20,1,1,2,Arbre d'enceintes fermées,1,1,0,7,0,,5,0,1915664.64972,4225235.68848,1,0,1,0,0,1
6,2004,2013,2018.0,ESP1576,577,Prc La Bruyère Resid SUD-EST,50,9,1,8,,,0,20,1,1,1,Arbre d'espaces ouverts,1,1,0,10,0,,5,0,1914968.46222,4222199.9675199995,0,0,0,0,0,0
4,2004,2013,-1.0,ESP14113,537,R Esmonin Rond point à Blum,20,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,1,1,,0,0,1913689.3440900003,4221480.3951900005,0,0,0,0,0,0
3,2004,2014,-1.0,ESP23135,938,Ave du 11 Novembre,20,9,1,8,,,0,20,1,0,0,Arbre de voirie,1,1,0,1,1,,5,0,1913156.41079,4221893.86596,0,0,0,0,0,0
5,2004,2015,2017.0,ESP12297,167,Av J O Washington Jouhaux sép,10,6,1,4,,,1,20,1,0,0,Arbre de voirie,1,1,0,7,1,,2,0,1915818.65565,4223101.7653,1,0,1,0,0,1
5,2004,2013,2015.0,ESP7413,646,Sq H Mauchant grande pelouse,50,10,1,9,,,1,11,1,0,1,Arbre d'espaces ouverts,2,2,0,4,0,,0,0,1915155.04063,4222420.85177,0,0,0,0,0,0
2,2004,2014,2014.0,ESP28185,756,Qu Claude Brosse,80,1,1,1,,,1,11,1,0,0,Arbre de voirie,1,1,0,2,1,,0,2,1914479.7335700002,4225207.31726,1,1,1,0,1,1
2,2004,2014,2016.0,ESP18896,752,Parc 2 R Herminier ch de Ronde,50,11,1,10,,,0,11,1,0,1,Arbre d'espaces ouverts,1,1,0,0,0,,6,2,1914978.3354,4225270.6261,1,0,1,0,0,1
5,2004,2015,2017.0,ESP11855,277,R R Descartes,40,1,1,1,,,2,6,1,1,0,Arbre de voirie,1,1,0,2,1,,0,1,1915323.23455,4222127.101869999,1,0,1,0,0,1
4,2004,2014,2016.0,ESP23684,368,Prc Pompidou abs aire de jeux ,70,1,1,1,,,0,20,1,1,1,Arbre d'espaces ouverts,1,1,0,4,0,,0,0,1913682.34287,4223295.80706,0,0,0,0,0,1
1,2004,2014,2014.0,ESP10247,229,Cité F Gauthier pel de l'arche,20,0,1,8,,,0,20,1,1,1,Arbre d'espaces ouverts,1,1,0,7,0,,0,0,1912927.83939,4224854.64325,0,0,0,0,0,0
6,2004,2015,-1.0,ESP22894,255,R Village pel contre immeubles,20,7,1,13,,,0,20,1,0,1,Arbre d'espaces ouverts,1,0,1,1,0,,5,0,1914334.76294,4221835.18201,0,0,0,0,0,0
3,2004,2013,-1.0,ESP5572,63,Stade Bachelard,30,7,1,24,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,1,0,,5,0,1912511.4005599997,4222011.2773400005,0,0,0,0,0,0
4,2004,2015,2016.0,ESP14343,297,Sq Bajatière Chem de l'église,60,7,0,13,,,1,11,1,1,1,Arbre d'espaces ouverts,1,2,1,2,1,,5,0,1914918.04012,4223281.8473,0,0,0,0,0,1
5,2013,2013,2019.0,ESP31698,545,R Flandrin / Pont Carpin,10,86,0,55,,,0,20,1,0,0,Arbre de voirie,0,0,0,0,0,,0,0,1915715.9565700002,4224484.95301,0,0,0,0,0,0
2,2004,2014,2014.0,ESP7513,726,Jard Hoche Ouest stabilisé pel,80,7,1,6,,,1,11,1,1,1,Arbre d'espaces ouverts,1,2,0,4,0,,3,0,1914334.77539,4224054.9841599995,1,0,1,0,0,1
2,2004,2014,2014.0,ESP22303,1010,R Lanoyerie talus voie ferrée,30,7,1,6,,,0,11,1,1,0,Arbre de voirie,1,1,0,11,1,,5,2,1913656.22351,4223730.2842,0,0,0,0,0,0
4,2004,2014,2014.0,ESP15447,1079,R de l'Obiou impair,10,12,1,11,,,0,20,1,0,0,Arbre de voirie,1,1,0,7,1,,0,0,1913672.0992599998,4221540.525359999,0,0,0,0,0,0
2,2004,2014,2016.0,ESP4117,400,Jard Plantes dans la rocaille,80,25,1,22,,,0,20,1,1,1,Arbre d'espaces ouverts,1,1,0,4,0,,12,0,1915016.22681,4224490.16158,0,0,0,0,0,0
4,2009,2014,-1.0,ESP1458,-1,Ch église Monge Berthelot,0,121,1,25,,,0,20,1,1,0,Arbre de voirie,0,0,0,1,0,,44,0,1914703.0522599998,4223325.9864,0,0,0,0,0,0
6,2004,2014,-1.0,ESP5345,36,Alpexpo park,20,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,1,0,,0,0,1914826.9818400003,4220724.191430001,0,0,0,0,0,0
6,2004,2015,2020.0,ESP1704,332,Allée des Deux Mondes impair,10,29,1,4,,,0,20,1,0,0,Arbre de voirie,1,0,0,7,1,,16,0,1914321.86685,4222084.1607099995,0,0,0,0,0,0
2,2004,2014,2014.0,ESP18527,873,Jard Hoche Ouest stabilisé arb,20,13,1,7,,,0,11,1,0,1,Arbre d'espaces ouverts,1,1,0,4,0,,7,2,1914347.2171099999,4224002.20666,1,0,1,0,0,1
5,2004,2014,-1.0,ESP16119,103,Av Paul Cocat pair,10,87,1,4,,,0,20,1,1,0,Arbre de voirie,1,0,0,1,1,,2,0,1915428.72405,4222660.797230001,0,0,0,0,0,0
5,2004,2015,2017.0,ESP5366,574,Prc Ouagadougou stabilisé Sud,10,36,0,13,,,0,20,1,0,1,Arbre d'espaces ouverts,1,0,1,7,0,,5,2,1915530.2464299998,4222866.66301,0,0,0,0,0,0
5,2004,2015,2020.0,ESP6515,20,Prc Echangeurs Valmy Gallieni,10,8,0,7,,,1,20,1,0,1,Arbre d'espaces ouverts,1,1,0,7,0,,4,0,1915494.9081,4224558.5007,1,0,1,0,0,1
4,2004,2014,2015.0,ESP12595,505,Ec prim Clémenceau 05 R Lachat,0,18,1,17,,,0,20,1,0,2,Arbre d'enceintes fermées,0,1,0,0,0,,0,0,1915218.73967,4223911.02502,0,0,0,0,0,0
1,2013,2013,2019.0,ESP32351,140,Clos des Fleurs,10,6,0,4,,,0,20,1,0,1,Arbre d'espaces ouverts,0,0,0,0,0,,27,0,1913123.9178099998,4225590.73797,0,0,0,0,0,0
6,2004,2014,2014.0,ESP2382,408,R Esmonin  Reynoard à Pupin ,40,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,7,0,,0,0,1914231.6261599998,4221329.8727,0,0,0,0,0,0
4,2014,2014,2019.0,ESP33559,16,Cargo park Est,10,138,0,7,,,0,20,1,0,0,Arbre de voirie,0,0,0,0,1,,50,0,1914958.6897,4222759.09171,0,0,0,0,0,0
6,2014,2014,2019.0,ESP33546,350,R C Kogan n 14 à 28,10,86,0,61,,,0,20,1,0,1,Arbre d'espaces ouverts,0,0,0,0,0,,0,0,1913982.8031,4221768.38531,0,0,0,0,0,0
1,2004,2014,2019.0,ESP2579,234,Parc Vallier partie centrale,40,10,1,9,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,4,0,,0,0,1912420.4148099998,4223662.5616,0,0,0,0,0,0
5,2009,2014,2014.0,ESP12330,828,Impasse Clément Ader Voirie,40,30,1,25,,,0,20,1,1,0,Arbre de voirie,0,1,0,4,0,,11,0,1916113.76718,4223243.18841,1,0,1,0,0,0
4,2004,2015,2020.0,ESP7235,337,Cargo Nord Est dans le gazon,20,9,1,23,,,1,20,1,0,1,Arbre d'espaces ouverts,1,1,0,7,0,,5,0,1914900.2808400001,4222840.88516,1,0,1,0,0,1
5,2004,2015,-1.0,ESP13170,382,Bd Gallieni park n 01 à 09,50,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,1,0,,0,0,1915648.37065,4224536.30444,0,0,0,0,0,0
1,2014,2014,2019.0,ESP33315,77,Av Martyrs Résistance Horowitz,10,50,0,25,,,0,20,1,0,0,Arbre de voirie,0,0,0,0,1,,0,0,1912077.8222299998,4226308.102630001,0,0,0,0,0,0
4,2004,2013,-1.0,ESP22346,673,Av J Perrot ang J O  Chapitre,40,35,1,28,,,0,11,1,0,1,Arbre d'espaces ouverts,1,1,0,1,0,,21,2,1915254.49197,4222911.67985,0,0,0,0,0,0
4,2004,2013,-1.0,ESP7808,972,R Jacquard Mangin à Kenedy,30,3,1,3,,,0,20,1,0,0,Arbre de voirie,1,1,0,1,0,,0,0,1913614.14387,4223112.54955,0,0,0,0,0,0
6,2004,2015,2016.0,ESP17752,319,Av Constantine ms architecture,10,8,1,7,,,0,11,1,1,1,Arbre d'espaces ouverts,1,1,0,7,0,,4,2,1914902.98773,4221438.95484,0,0,0,0,0,0
1,2005,2014,2014.0,ESP17128,281,A F Viallet la Gare à Jaures,20,6,0,4,,,1,11,1,1,0,Arbre de voirie,1,1,0,0,1,,2,0,1913606.57905,4224785.12495,1,0,1,0,0,1
4,2004,2014,2019.0,ESP1447,64,Parc Soulage,50,6,1,4,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,4,0,,2,0,1915222.24355,4223066.53494,0,0,0,0,0,1
3,2004,2013,2012.0,ESP20768,63,Stade Bachelard,40,8,1,7,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,0,0,,4,0,1912500.2158099997,4221850.77711,1,0,1,0,0,1
2,2004,2015,2017.0,ESP6013,95,Bd Joffre tram Pasteur Rivet,20,16,1,15,,,0,11,1,0,0,Arbre de voirie,1,1,0,7,0,,0,0,1914433.5285,4223913.13696,0,0,0,0,0,0
2,2004,2013,-1.0,ESP28636,772,Pl DrGirard,40,1,1,1,,,0,20,1,1,0,Arbre de voirie,1,1,0,1,1,,0,0,1914987.5424099998,4225586.10216,0,0,0,0,0,0
5,2005,2015,2017.0,ESP20029,692,Bd J Pain Lyautey Haxo sép,10,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,7,0,,0,0,1914823.40258,4224315.966659999,0,0,0,0,0,0
5,2004,2015,2016.0,ESP25398,808,Ec P Cocat R Manteyer,60,7,0,24,,,3,-1,1,0,2,Arbre d'enceintes fermées,1,1,0,8,0,,5,2,1915598.9189799998,4222811.39343,0,0,0,0,0,1
3,2004,2014,-1.0,ESP14893,35,R R Salengro talus biblio,30,9,1,8,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,1,0,,5,0,1912958.00043,4223033.16223,0,0,0,0,0,0
3,2004,2013,2018.0,ESP18880,912,Crs Libération Ec Lib Verlaine,20,57,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,7,0,,0,0,1913081.2928,4221731.881,0,0,0,0,0,0
6,2004,2015,-1.0,ESP27526,575,R C Kogan centrale tléphonique,30,20,1,7,,,1,11,1,0,1,Arbre d'espaces ouverts,1,1,0,1,0,,0,2,1913914.0654099998,4221715.70773,1,0,1,0,0,1
4,2004,2013,2015.0,ESP21888,16,Cargo park Est,0,13,1,7,,,3,1,1,0,0,Arbre de voirie,1,1,0,8,0,,7,1,1914937.25593,4222811.710469999,1,0,0,0,1,1
2,2004,2013,-1.0,ESP16203,112,Bd Gambetta Dubedout Berriat,20,9,1,8,,,0,11,1,0,0,Arbre de voirie,1,1,0,1,1,,5,2,1913937.4878200002,4224564.6114,1,0,1,0,0,0
3,2004,2015,2018.0,ESP2084,613,R Louise Michel,10,10,1,9,,,0,20,1,0,0,Arbre de voirie,1,1,0,7,1,,0,0,1912706.6530099998,4222215.65121,0,0,0,0,0,0
4,2004,2014,-1.0,ESP19682,510,Ave du Grand Serre impair,20,2,1,2,,,0,20,1,0,0,Arbre de voirie,1,1,0,1,1,,0,0,1913741.7469799998,4221527.526000001,0,0,0,0,0,0
6,2004,2014,2014.0,ESP27335,766,Av M Reynoard face cl du Mail,20,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,7,0,,0,0,1914515.7996,4221466.1474,0,0,0,0,0,1
3,2004,2015,-1.0,ESP11018,111,Cité Mistral derr 74 align,20,42,1,31,,,0,20,1,1,1,Arbre d'espaces ouverts,1,1,0,1,0,,23,0,1912497.06254,4222553.37722,0,0,0,0,0,1
4,2004,2015,-1.0,ESP12601,174,Av J O nord 140 RIA Chapitre,20,34,1,27,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,1,1,,20,0,1915384.65875,4222942.86006,0,0,0,0,0,0
4,2004,2015,-1.0,ESP17824,151,R Arts de montagne Talus,10,7,1,13,,,0,20,1,1,1,Arbre d'espaces ouverts,1,1,0,1,0,,5,0,1913554.2176,4223079.9182400005,0,0,0,0,0,0
5,2004,2015,-1.0,ESP20140,475,Pl Laurent Bonnevay,60,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,1,0,,0,0,1915776.6420200001,4223505.689119999,0,0,0,0,0,0
5,2004,2015,2018.0,ESP17390,53,Cité Léon Jouhaux,10,46,1,33,,,1,11,1,0,1,Arbre d'espaces ouverts,1,1,0,7,0,,0,2,1915542.18175,4223339.78875,1,0,0,0,1,1
3,2004,2013,2012.0,ESP21728,63,Stade Bachelard,90,8,1,7,,,2,6,1,0,1,Arbre d'espaces ouverts,1,1,0,0,0,,4,0,1912586.0039,4221757.5319300005,1,1,1,0,1,1
6,2004,2015,2019.0,ESP21675,72,Pas entre Stalingrad et Vigny,0,34,1,27,,,0,20,1,1,1,Arbre d'espaces ouverts,1,0,0,9,0,,20,0,1914067.6917599998,4221975.83315,0,0,0,0,0,0
3,2004,2013,2012.0,ESP8239,63,Stade Bachelard,40,8,1,7,,,1,20,1,0,1,Arbre d'espaces ouverts,1,1,0,0,0,,4,0,1912494.1942900002,4221863.7709800005,1,0,1,0,0,1
6,2004,2013,2017.0,ESP26923,45,Prc La Bruyère mail central,30,9,1,8,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,4,0,,5,0,1914878.5281599998,4222262.87665,0,0,0,0,0,0
2,2004,2014,2017.0,ESP15481,544,Jard Hoche Sud couronne extér,20,40,1,8,,,0,11,1,1,1,Arbre d'espaces ouverts,1,1,0,4,1,,0,2,1914421.3449799998,4224088.35951,0,0,0,0,0,0
