ADR_SECTEUR;ANNEEDEPLANTATION;ANNEEREALISATIONDIAGNOSTIC;ANNEETRAVAUXPRECONISESDIAG;CODE;CODE_PARENT;CODE_PARENT_DESC;DIAMETREARBREAUNMETRE;ESPECE;FREQUENTATIONCIBLE;GENRE_BOTA;IDENTIFIANTPLU;INTITULEPROTECTIONPLU;NOTEDIAGNOSTIC;PRIORITEDERENOUVELLEMENT;RAISONDEPLANTATION;REMARQUES;SOUS_CATEGORIE;SOUS_CATEGORIE_DESC;STADEDEDEVELOPPEMENT;STADEDEVELOPPEMENTDIAG;TRAITEMENTCHENILLES;TRAVAUXPRECONISESDIAG;TROTTOIR;TYPEIMPLANTATIONPLU;VARIETE;VIGUEUR
3;2004;2014;2014;ESP8252;ESP1076;Pc Savane le long Rh Danube;30 à 40 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Bois mort en grande quantité.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
1;2005;2014;2014;ESP29114;ESP479;A F Viallet la Gare à Jaures;20 à 30 cm;N/A;passages fréquents ou arrêts;Fraxinus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;Flame;vigoureux
2;2004;2013;N/A;ESP13687;ESP830;R Hébert imp Verdun St Roch;20 à 30 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5;2004;2014;2015;ESP24039;ESP1064;Ec prim du Grand Chatelet n 36;80 à 90 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
4;2004;2014;2014;ESP23632;ESP1235;R Peretto Bordier Berthelot;10 à 20 cm;betulus;passages fréquents et arrêts fréquents;Carpinus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Arbre dominé;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
6;2004;2013;N/A;ESP26916;ESP446;R H Barbusse;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
5;2004;2013;2018;ESP14770;ESP541;Pl L Jouvet n 08 à 20;20 à 30 cm;calleryana;passages fréquents ou arrêts;Pyrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;Chanticleer;vigoureux
6;2004;2015;2016;ESP13306;ESP95;Crique sud sortie R Dodero;10 à 20 cm;ornus;passages fréquents et arrêts fréquents;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
6;2004;2015;2017;ESP10354;ESP531;Tr quartiers pourtour silo 1 ;40 à 50 cm;robusta;passages fréquents ou arrêts;Populus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
2;2012;2015;2016;ESP13794;ESP115;Ec mat Cornélie Gémond;40 à 50 cm;aria;passages fréquents et arrêts fréquents;Sorbus;N/A;N/A;Arbre d'avenir normal;N/A;N/A;0;ESP065;Arbre d'enceintes fermées;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
2;2014;2014;2019;ESP31269;ESP42;Pl Victor Hugo;10 à 20 cm;sinensis;passages fréquents ou arrêts;Celtis;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;Controle;oui;N/A;N/A;vigoureux
6;2004;2015;2018;ESP2915;ESP563;R C Kogan n 14 à 28;20 à 30 cm;bignonoides;passages fréquents et arrêts fréquents;Catalpa;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
6;2009;2015;2017;ESP15279;ESP450;R Stalingrad Musset La Bruyère;0 à 10 cm;N/A;passages fréquents et arrêts fréquents;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Essence ne correspondant pas sur le terrain : essence indéterminée;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle tuteur, attache ou protection;non;N/A;N/A;vigoureux
5;2004;2014;N/A;ESP24034;ESP628;Pl de la Commune de 1871;10 à 20 cm;americana;passages fréquents et arrêts fréquents;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
6;2004;2015;2020;ESP26968;ESP547;R des Peupliers;0 à 10 cm;monspessulanum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5;2008;2015;2017;ESP29796;ESP102;R M Bourette partie minérale;0 à 10 cm;perpetu;passages fréquents et arrêts fréquents;Malus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;Everesta;vigoureux
2;2008;2014;2014;ESP27683;ESP362;Ave St Roch terrain stabilisé ;0 à 10 cm;excelsior;passages fréquents et arrêts fréquents;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Tuteur tripode;ESP065;Arbre d'enceintes fermées;Arbre jeune;Arbre jeune;N/A;Controle tuteur, attache ou protection;non;N/A;N/A;vigoureux
5;2004;2015;2016;ESP19490;ESP148;R G Tonnelier Cocat Fernandat;70 à 80 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;Branche abîmée à couper;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille mise en sécurité;non;N/A;N/A;vigoureux
4;2004;2014;N/A;ESP14953;ESP242;R J Bart ang du 140 RIA;50 à 60 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
6;2004;2014;2014;ESP27442;ESP1405;R Maurice Dodero n 12 à 16;20 à 30 cm;nigra;passages fréquents ou arrêts;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;Controle;non;N/A;Austriaca;vigoureux
2;2004;2015;2016;ESP16440;ESP344;Esplan ceinture Sud-Ouest;70 à 80 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;70;L 123-1.7;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;Têtes de chat - cavités + pourritures dans le houppier (inonotus hispidus et phelinus punctatus) - Réduction tous les 2-3 ans;ESP151;Arbre de voirie;Arbre adulte;Arbre vieillissant;N/A;Taille mise en sécurité;oui;Alignement;N/A;vieillissement dépérissement
2;2014;2014;2020;ESP32608;ESP139;Pl J Marval et R Arthaud;10 à 20 cm;ornus;passages fréquents ou arrêts;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
1;2008;2013;N/A;ESP18414;ESP193;R Sémard dev éc commerce;10 à 20 cm;japonica;passages fréquents et arrêts fréquents;Sophora;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;N/A;non;N/A;N/A;vigoureux
2;2005;2015;2017;ESP6014;ESP1298;Pl Pasteur Bistesi Régi Génie;20 à 30 cm;serrulata;passages fréquents et arrêts fréquents;Prunus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
4;2004;2014;2019;ESP29001;ESP1089;Prc Pompidou abords boulodrome;20 à 30 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;Schwedleri nigra;vigoureux
4;2005;2015;2017;ESP21436;ESP244;R R Lesage devant Ec Daudet;10 à 20 cm;frainetto;passages fréquents et arrêts fréquents;Quercus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Tuteur;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Controle tuteur, attache ou protection;oui;N/A;N/A;vigoureux
6;2004;2015;2018;ESP30189;ESP451;R Maquis de l'Oisans pair;10 à 20 cm;cappadocicum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
2;2004;2015;2016;ESP6012;ESP962;Bd Joffre tram Pasteur Rivet;20 à 30 cm;tulipifera;passages fréquents et arrêts fréquents;Liriodendron;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
4;2004;2014;2014;ESP4472;ESP1023;R Gén Mangin Alliés Jacquart;50 à 60 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille de prolongement;non;N/A;N/A;vigoureux
6;2004;2013;2015;ESP5601;ESP432;Prc La Bruyère NORD mail centr;20 à 30 cm;sylvatica;passages fréquents ou arrêts;Fagus;N/A;N/A;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille mise en sécurité;non;N/A;N/A;vigoureux
5;2004;2015;2017;ESP13728;ESP1006;R R Descartes;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;Anciennes têtes de chat : cavités et pourritures dans le houppier - Réduction tous les3-4 ans;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille mise en sécurité;oui;N/A;N/A;vieillissement dépérissement
4;2004;2014;2015;ESP23361;ESP878;Parc Soulage;20 à 30 cm;cordata;passages fréquents et arrêts fréquents;Alnus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Dominé, Incliné.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
3;2004;2013;N/A;ESP26964;ESP1334;R A France Schwetzer Plateau;30 à 40 cm;danielli;passages fréquents et arrêts fréquents;Tetradium;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
5;2004;2015;2018;ESP24972;ESP720;Prc Echangeurs Valmy Gallieni;30 à 40 cm;acerifolia;passages fréquents ou arrêts;Platanus;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
1;2004;2014;2019;ESP8761;ESP954;Parc Vallier partie centrale;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
3;2009;2013;2012;ESP22956;ESP872;Pc Ch Elysés Ouest;10 à 20 cm;spinosa;passages fréquents et arrêts fréquents;Prunus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
5;2004;2014;2014;ESP7064;ESP618;Cté Chatelet R René Cassin;60 à 70 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;oui;N/A;N/A;vigoureux
3;2004;2013;2018;ESP24871;ESP1041;Crs Libération Vaujany Rondeau;10 à 20 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
5;2004;2014;N/A;ESP24998;ESP628;Pl de la Commune de 1871;10 à 20 cm;americana;passages fréquents et arrêts fréquents;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
2;2004;2014;2014;ESP10205;ESP355;H de police bd Mal Leclerq;50 à 60 cm;atlantica;passages fréquents et arrêts fréquents;Cedrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;Moyenne;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
4;2004;2013;N/A;ESP21379;ESP888;R Alliés Marquiand  Matussière;20 à 30 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
5;2004;2015;N/A;ESP6285;ESP720;Prc Echangeurs Valmy Gallieni;20 à 30 cm;betulus;passages fréquents ou arrêts;Carpinus;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
6;2004;2015;N/A;ESP8638;ESP1170;R C Kogan Pl centrale;30 à 40 cm;campestris;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
1;2004;2014;2019;ESP8762;ESP954;Parc Vallier partie centrale;10 à 20 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
2;2011;2014;2014;ESP28241;ESP297;Jard Hoche Sud sport et jeux;10 à 20 cm;oxyacantha;passages fréquents et arrêts fréquents;Crataegus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Arbre épineux qui va se développer au dessus de l'aire de jeu.;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5;2004;2013;N/A;ESP27741;ESP320;R Cardinal le Camus pair;40 à 50 cm;bignonoides;passages fréquents et arrêts fréquents;Catalpa;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigueur intermédiaire
6;2004;2015;2017;ESP12144;ESP771;Allée des Romantiques impair;10 à 20 cm;utilis;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
5;2004;2015;2018;ESP29749;ESP998;Sq Cdt Perraut;120 à 130 cm;nigra;passages fréquents ou arrêts;Populus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre vieillissant;Arbre vieillissant;N/A;Controle;non;N/A;N/A;vigoureux
6;2007;2015;N/A;ESP16754;ESP921;Jard des Poêtes;0 à 10 cm;paniculata;passages fréquents ou arrêts;Koelreuteria;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;N/A;non;N/A;N/A;vigoureux
2;2004;2015;2017;ESP11370;ESP962;Bd Joffre tram Pasteur Rivet;10 à 20 cm;tulipifera;passages fréquents et arrêts fréquents;Liriodendron;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;0;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5;2004;2013;2015;ESP19479;ESP855;Cité Teisseire le bassin Voirie;20 à 30 cm;tulipifera;passages fréquents ou arrêts;Liriodendron;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
6;2004;2014;2014;ESP7430;ESP544;R Pupin Ma Oisans à R François;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vieillissement dépérissement
4;2004;2014;2014;ESP26280;ESP417;Prc Pompidou centre sportif;40 à 50 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre vieillissant;N/A;Taille de bois mort;non;N/A;Italica;vigueur intermédiaire
5;2004;2013;2015;ESP12122;ESP909;Cité Teisseire le bassin;30 à 40 cm;N/A;passages fréquents ou arrêts;Acer;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
1;2004;2015;N/A;ESP24899;ESP943;Sq J Macé Qu P L Merlin;80 à 90 cm;cordata;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
2;2004;2013;N/A;ESP24272;ESP1317;Bd J Pain le long du Forum;60 à 70 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
6;2004;2015;2017;ESP22446;ESP133;Av Constantine Gym des saules;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
4;2004;2013;2016;ESP22381;ESP1378;Av J Perrot l'orangeraie;10 à 20 cm;N/A;passages fréquents ou arrêts;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
3;2004;2014;2014;ESP11194;ESP662;Pc Savane pelouses Nord;90 à 100 cm;robusta;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Casse de branches d'origine climatique.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
2;2004;2015;2016;ESP15519;ESP80;Ec mat Bizanet 51 ave Randon;40 à 50 cm;alba;passages fréquents et arrêts fréquents;Morus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
3;2004;2013;N/A;ESP21255;ESP724;Pc Ch Elysés Ouest du lac;10 à 20 cm;sylvestris;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;Haute;N/A;non;N/A;N/A;vigoureux
3;2004;2013;N/A;ESP3482;ESP124;Stade Bachelard;40 à 50 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;N/A;non;N/A;Austriaca;vigoureux
6;2004;2015;2017;ESP15071;ESP455;All Romantiques LBruyère Vigny;10 à 20 cm;utilis;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
2;2014;2014;2019;ESP31428;ESP338;Sq DrLéon Martin;10 à 20 cm;kobus;passages fréquents ou arrêts;Magnolia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;Controle;oui;N/A;N/A;vigoureux
5;2004;2015;2018;ESP6648;ESP474;Prc Ouagadougou Ttoir Mantayer;10 à 20 cm;petraea;passages fréquents ou arrêts;Quercus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;Columnaris;vigoureux
6;2004;2015;N/A;ESP14245;ESP1386;Prc La Bruyère dalle Res;10 à 20 cm;siliquastrum;passages fréquents ou arrêts;Cercis;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
3;2004;2013;N/A;ESP4155;ESP116;Crs Libération Beauvert Alliés;20 à 30 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
1;2004;2014;2014;ESP31201;ESP31186;R Ernest Hareux zone compost;20 à 30 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Doute sur la tenue racinaire (planté sur du remblais);ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille d'éclaircie;non;N/A;Italica;vigoureux
2;2004;2014;N/A;ESP11525;ESP44;Pl J Achard;20 à 30 cm;biloba;passages fréquents et arrêts fréquents;Ginkgo;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
3;2004;2014;2014;ESP23422;ESP836;R Hilaire de Chardonnet;30 à 40 cm;cordata;passages fréquents et arrêts fréquents;Alnus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
4;2004;2013;2018;ESP5023;ESP736;R Alliés Stalingrad  H Balzac;60 à 70 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Controle;oui;N/A;N/A;vigoureux
2;2007;2014;N/A;ESP18523;ESP17;Chem de Halage park des vignes;10 à 20 cm;platyphyllos;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Plaies de soleil - Tuteurage tripode, terre;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
2;2004;2014;2017;ESP9245;ESP592;Parc 2 R Hermin tour Vercors;10 à 20 cm;siliquastrum;passages fréquents et arrêts fréquents;Cercis;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Contrainte : Arbre utilisé comme parking vélo;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
6;2004;2015;2016;ESP25476;ESP1249;R des Chardonnerets Pltte;10 à 20 cm;danielli;passages fréquents et arrêts fréquents;Tetradium;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Cépée 3 tiges - Une tige très abîmée à couper;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille mise en sécurité;non;N/A;N/A;vigueur intermédiaire
3;2004;2013;N/A;ESP3619;ESP124;Stade Bachelard;30 à 40 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5;2004;2015;2020;ESP24029;ESP1341;Av J O Wash à L Jouhaux sép;40 à 50 cm;excelsior;passages fréquents et arrêts fréquents;Fraxinus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigueur intermédiaire
6;2004;2015;N/A;ESP5281;ESP546;R du village face à la Poste;20 à 30 cm;sylvestris;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;Haute;N/A;non;N/A;N/A;vigoureux
