ADR_SECTEUR;ANNEEDEPLANTATION;ANNEEREALISATIONDIAGNOSTIC;ANNEETRAVAUXPRECONISESDIAG;CODE;CODE_PARENT;CODE_PARENT_DESC;DIAMETREARBREAUNMETRE;ESPECE;FREQUENTATIONCIBLE;GENRE_BOTA;IDENTIFIANTPLU;INTITULEPROTECTIONPLU;NOTEDIAGNOSTIC;PRIORITEDERENOUVELLEMENT;RAISONDEPLANTATION;REMARQUES;SOUS_CATEGORIE;SOUS_CATEGORIE_DESC;STADEDEDEVELOPPEMENT;STADEDEVELOPPEMENTDIAG;TRAITEMENTCHENILLES;TRAVAUXPRECONISESDIAG;TROTTOIR;TYPEIMPLANTATIONPLU;VARIETE;VIGUEUR
6;2004;2015;2017;ESP15745;ESP470;R Christophe Turc;60 à 70 cm;deodara;passages fréquents et arrêts fréquents;Cedrus;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
2;2004;2015;2015;ESP26487;ESP806;Ec mat n 11 R Millet;50 à 60 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
2;2004;2015;2017;ESP11508;ESP278;Cimetière du Grand Sablon;40 à 50 cm;lawsoniana;passages fréquents et arrêts fréquents;Chamaecyparis;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;0;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
2;2004;2015;2018;ESP28170;ESP304;Pl J Moulin partie Nord Ouest;10 à 20 cm;campestris;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigueur intermédiaire
1;2005;2015;2018;ESP10254;ESP1142;Bd J Vallier Termier à Irvoy;10 à 20 cm;verrucosa;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
5;2004;2015;2015;ESP24999;ESP1003;Pl Joseph Riboud;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre à abattre dans les 5 ans;de 1 à 5 ans;N/A;Brulé sur tout un flanc - Branches atteintes par les flammes à supprimer;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille mise en sécurité;oui;N/A;N/A;vigoureux
5;2004;2015;2018;ESP23031;ESP995;Prc Echangeurs Bastion St Roch;130 à 140 cm;N/A;passages fréquents ou arrêts;Populus;N/A;N/A;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;Blessure + suintements;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigueur intermédiaire
2;2004;2015;N/A;ESP18808;ESP1304;Res Dauphins 32-40 Qu France;0 à 10 cm;sylvestris;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir incertain;de 1 à 5 ans;N/A;dominé;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;Basse;N/A;non;N/A;N/A;vieillissement dépérissement
6;2004;2015;2018;ESP25097;ESP1406;Impasse des érables Est;30 à 40 cm;serrulata;quelques passages;Prunus;N/A;N/A;Arbre d'avenir incertain;N/A;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Controle;oui;N/A;N/A;vigoureux
6;2004;2015;2020;ESP1705;ESP913;Allée des Deux Mondes impair;10 à 20 cm;ornus;passages fréquents et arrêts fréquents;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
2;2004;2014;2016;ESP4086;ESP1034;Parc 2 R Hermin M Leclerq;40 à 50 cm;oxyacantha;passages fréquents et arrêts fréquents;Crataegus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Incliné, Sonorité creuse au collet. Diagnostic complémentaire au collet.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre vieillissant;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
1;2009;2015;2020;ESP28062;ESP228;Pt de Catane Nord Vallier;0 à 10 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
1;2005;2015;2018;ESP6742;ESP1287;Bd J Vallier voie tram pair;10 à 20 cm;tulipifera;passages fréquents et arrêts fréquents;Liriodendron;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5;2004;2015;2020;ESP30778;ESP147;Prc Echangeurs amphi Sud;10 à 20 cm;campestris;passages fréquents ou arrêts;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
3;2004;2013;N/A;ESP19721;ESP658;Sq Capitaine Camine;50 à 60 cm;tomentosa;passages fréquents ou arrêts;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5;2004;2015;N/A;ESP24065;ESP995;Prc Echangeurs Bastion St Roch;80 à 90 cm;N/A;passages fréquents ou arrêts;Populus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Cépée 5 tiges (attention le substrat est creux);ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
4;2004;2014;N/A;ESP24707;ESP1095;Ave du Grand Serre impair;20 à 30 cm;grandiflora;passages fréquents et arrêts fréquents;Magnolia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
6;2004;2014;2015;ESP8482;ESP441;Ec du lac;30 à 40 cm;N/A;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
6;2004;2015;2016;ESP13363;ESP925;Pl des Géants 80 croix du sud;30 à 40 cm;ceracifera;passages fréquents ou arrêts;Prunus;N/A;N/A;Arbre à abattre immédiatement;N/A;N/A;ganoderme au colet;ESP174;Arbre d'espaces ouverts;Arbre vieillissant;Arbre vieillissant;N/A;Abattage;non;N/A;Atropurpurea;vigoureux
3;2004;2013;2012;ESP5573;ESP124;Stade Bachelard;50 à 60 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigueur intermédiaire
5;2004;2015;2017;ESP21857;ESP914;Sq Marcellin Berthelot;20 à 30 cm;betulus;passages fréquents ou arrêts;Carpinus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;N/A;vigueur intermédiaire
2;2004;2015;2016;ESP4002;ESP1203;Esplan ceinture Nord-Ouest;60 à 70 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;70;L 123-1.7;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;Têtes de chat à entretenir - Phellin sur une branche courte;ESP151;Arbre de voirie;Arbre adulte;Arbre vieillissant;N/A;Taille mise en sécurité;non;Alignement;N/A;vigueur intermédiaire
4;2004;2014;2015;ESP16429;ESP634;Ec prim A Daudet ;50 à 60 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
3;2014;2014;2019;ESP31559;ESP520;R E Claires Schweitzer Péguy;10 à 20 cm;carpinifolia;passages fréquents ou arrêts;Ostrya;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;oui;N/A;N/A;vigoureux
1;2006;2015;2018;ESP10908;ESP482;Qu Claude Bernard;10 à 20 cm;cerris;passages fréquents et arrêts fréquents;Quercus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
2;2005;2015;2018;ESP11398;ESP1206;Pl Pasteur Maison étudiants;20 à 30 cm;danielli;passages fréquents et arrêts fréquents;Tetradium;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;lierre et arrachement branche;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
2;2004;2014;2014;ESP3149;ESP579;Ave Randon FC Allobroges Saul;80 à 90 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille mise en sécurité;non;N/A;N/A;vigueur intermédiaire
5;2004;2014;2014;ESP4569;ESP910;Pl Ch Dullin partie centrale;30 à 40 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;Taille de bois mort;non;N/A;Austriaca;vigueur intermédiaire
2;2008;2015;2018;ESP3963;ESP1292;R DrBailly;0 à 10 cm;platyphyllos;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Protégé : grille et corset - Erreur essence;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
1;2014;2014;2019;ESP33594;ESP39;R des Arts et Métiers;10 à 20 cm;calleryana;passages fréquents ou arrêts;Pyrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;Chanticleer;vigoureux
6;2004;2014;2014;ESP17265;ESP1108;R Esmonin sép face Carrefour;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
3;2004;2015;2018;ESP28827;ESP663;Jard du 8 mai 1945 R Bouchayer;30 à 40 cm;N/A;passages fréquents ou arrêts;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
5;2004;2015;2017;ESP20802;ESP914;Sq Marcellin Berthelot;20 à 30 cm;cordata;passages fréquents ou arrêts;Alnus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;N/A;vigoureux
4;2004;2013;N/A;ESP27179;ESP736;R Alliés Stalingrad  H Balzac;20 à 30 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
2;2004;2015;N/A;ESP2005;ESP75;Jard Hoche cour du mikado;10 à 20 cm;N/A;passages fréquents ou arrêts;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Chicots de branches cassées à reprendre;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
4;2004;2013;2014;ESP27227;ESP506;R Léo Lagrange piste cyclable;40 à 50 cm;japonica;passages fréquents et arrêts fréquents;Sophora;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Chicots de bois à retailler proprement;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;oui;N/A;N/A;vigoureux
5;2004;2015;2018;ESP3400;ESP206;Sq H Mauchant face 16 Voirie;20 à 30 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
2;2004;2015;2018;ESP14165;ESP1158;Bd Joffre pair Pasteur Rivet;10 à 20 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
1;2014;2014;2019;ESP33475;ESP33628;Av Martyrs pair Nord Mandela;10 à 20 cm;ornus;passages fréquents ou arrêts;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;oui;N/A;N/A;vigoureux
2;2004;2015;2016;ESP11964;ESP283;Esplan boulod et park relais ;10 à 20 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;070;L 123-1.7;Arbre d'avenir incertain;plus de 20 ans;N/A;0;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;Alignement;N/A;vigoureux
6;2013;2014;N/A;ESP13032;ESP746;R des Chardonnerets;0 à 10 cm;danielli;passages fréquents et arrêts fréquents;Tetradium;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Tuteur + clisses;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;N/A;oui;N/A;N/A;vigoureux
2;2004;2015;2017;ESP16905;ESP495;Cimetière St Roch;40 à 50 cm;lawsoniana;passages fréquents et arrêts fréquents;Chamaecyparis;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Cépé de plusieurs pieds;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
6;2004;2014;2014;ESP30421;ESP247;R Esmonin sép face IMT;20 à 30 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
3;2004;2014;2014;ESP2058;ESP307;Cité Abry R Gén Garibaldi;20 à 30 cm;pseudoacacia;passages fréquents et arrêts fréquents;Robinia;N/A;N/A;Arbre à abattre dans les 5 ans;de 1 à 5 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille mise en sécurité;oui;N/A;N/A;vieillissement dépérissement
5;2004;2014;2014;ESP27414;ESP131;Pôle festif R L Jouhaux;20 à 30 cm;tortuosa;passages fréquents et arrêts fréquents;Salix;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
1;2009;2014;N/A;ESP12400;ESP480;Pl Gare park gare routière;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
4;2004;2014;2014;ESP21222;ESP1379;R R Lesage du 17 au 23;20 à 30 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
3;2004;2014;N/A;ESP4162;ESP1331;Le Rondeau coté impair;20 à 30 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
1;2005;2015;2018;ESP1859;ESP1287;Bd J Vallier voie tram pair;10 à 20 cm;tulipifera;passages fréquents et arrêts fréquents;Liriodendron;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
2;2005;2015;2017;ESP22275;ESP1298;Pl Pasteur Bistesi Régi Génie;10 à 20 cm;paniculata;passages fréquents et arrêts fréquents;Koelreuteria;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
4;2004;2015;2020;ESP24585;ESP1097;Ch Gordes pourtour gym Munch;40 à 50 cm;campestris;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigueur intermédiaire
4;2004;2014;2014;ESP10754;ESP678;R Peretto Berthelot Gay Lussac;10 à 20 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
3;2004;2015;2017;ESP23395;ESP370;Cité Mistral imp 70 alignement;10 à 20 cm;serrulata;passages fréquents et arrêts fréquents;Prunus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Corset métallique;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
2;2004;2015;2016;ESP22788;ESP960;Bd Esplan face n 02 à 44;80 à 90 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;70;L 123-1.7;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;Têtes de chat à entretenir - Inonotus hispidus;ESP151;Arbre de voirie;Arbre adulte;Arbre vieillissant;N/A;Taille mise en sécurité;oui;Alignement;N/A;vigueur intermédiaire
2;2004;2015;2016;ESP14207;ESP294;Ec mat Marceau 1 R Bobillot;10 à 20 cm;sylvatica;passages fréquents et arrêts fréquents;Fagus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP065;Arbre d'enceintes fermées;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;Dawyck gold;vigoureux
5;2004;2014;2014;ESP10204;ESP703;Cité Léon Jouhaux;100 à 110 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;Italica;vigueur intermédiaire
6;2004;2015;2019;ESP30180;ESP161;R A Vigny M Oisans Stalingrad;10 à 20 cm;colurna;passages fréquents et arrêts fréquents;Corylus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
6;2004;2015;2020;ESP15638;ESP542;Allée des Deux Mondes pair;10 à 20 cm;ornus;passages fréquents et arrêts fréquents;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
1;2004;2015;2016;ESP12460;ESP946;Ec prim n 55 R Ampère;50 à 60 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
5;2006;2015;2016;ESP16110;ESP720;Prc Echangeurs Valmy Gallieni;10 à 20 cm;N/A;passages fréquents ou arrêts;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Candélabre;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
6;2004;2014;2014;ESP9593;ESP247;R Esmonin sép face IMT;20 à 30 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;var. 'Austriaca';ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;Moyenne;Taille formation et mise au gabarit;non;N/A;Austriaca;vigoureux
4;2004;2013;N/A;ESP20660;ESP501;R H de Balzac ang Alliés;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
1;2014;2014;2020;ESP32888;ESP32839;Crs Jaurès pair de PHD/ Lorr;10 à 20 cm;platanor;passages fréquents ou arrêts;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;oui;N/A;Vallis clausa;vigoureux
6;2008;2015;N/A;ESP15351;ESP1410;Espace Chantal Mauduit;0 à 10 cm;canadensis;passages fréquents et arrêts fréquents;Amélanchier;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Arbustif;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;N/A;non;N/A;N/A;vigoureux
3;2004;2014;2019;ESP28976;ESP725;Pc Savane aire jeux Painlevé;20 à 30 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Aire de jeux, Sol tassé.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;Taille de bois mort;non;N/A;Austriaca;vigoureux
2;2004;2014;2016;ESP18228;ESP360;Parc 2 R Herminier centre;50 à 60 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Dominé.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Moyenne;Taille de bois mort;non;N/A;Austriaca;vigoureux
2;2004;2015;2017;ESP13430;ESP962;Bd Joffre tram Pasteur Rivet;10 à 20 cm;tulipifera;passages fréquents et arrêts fréquents;Liriodendron;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;0;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
6;2009;2015;2016;ESP16580;ESP250;R Musset Reynoard  Deux Mondes;20 à 30 cm;japonica;passages fréquents et arrêts fréquents;Sophora;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
1;2004;2014;2014;ESP23476;ESP12;Cité F Gauthier pel de l'arche;20 à 30 cm;betulus;passages fréquents et arrêts fréquents;Carpinus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Attache dans le houppier qui strangule une charpentière, Retirer l'attache, Lampadaire à proximité;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
5;2004;2013;N/A;ESP13318;ESP392;R Jouhaux lycée Argouges;70 à 80 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Maintenir le volume réduit (facilite l'entretien et la surveillance dans un contexte contraignant);ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
1;2005;2015;2018;ESP10933;ESP1142;Bd J Vallier Termier à Irvoy;10 à 20 cm;verrucosa;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
5;2004;2014;2015;ESP21356;ESP910;Pl Ch Dullin partie centrale;70 à 80 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;Italica;vigueur intermédiaire
1;2004;2014;N/A;ESP12957;ESP69;R Durand Savoyat talus pont;20 à 30 cm;sylvestris;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;Moyenne;N/A;non;N/A;N/A;vigoureux
1;2004;2014;2014;ESP31237;ESP31186;R Ernest Hareux zone compost;50 à 60 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Doute sur la tenue racinaire (planté sur du remblais);ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;Italica;vigueur intermédiaire
5;2004;2014;2019;ESP11327;ESP639;Cité Moyrand E Cartan le mail ;80 à 90 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;170;L 123-1.7;Arbre d'avenir normal;plus de 20 ans;N/A;Aménagement de pied d'arbre : copeaux compactés, Aire de jeux, Contrainte de bâti.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;Alignement;N/A;vigoureux
6;2004;2015;2016;ESP2329;ESP765;R Arlequin massif tennis;30 à 40 cm;altissima;passages fréquents et arrêts fréquents;Ailanthus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Forme une cépée avec les 2 tiges voisines;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
